,IVP,HRP,Maximum Returns,Minimum Volatility,Equally-weighted
1991,3.6117017802745175,4.404566421127841,3.853591703347483,3.774502444687261,3.750012184972836
1992,2.583421483611206,3.670400556278119,2.5142606546872566,2.9480281983500713,2.744399544280522
1993,2.226174787409038,3.047618554915732,1.9865891471967607,2.382702073049984,2.315173480535485
1994,0.3393876918742945,0.5759041526638439,0.8730077283146506,0.8443731625968615,0.8964224998314131
1995,5.5113488555873325,5.893450615147011,4.987361324483395,5.3984202395289795,5.125626409571044
1996,2.287346571262036,2.825927126039158,2.646232027934437,2.570244579430833,2.5584947221995953
1997,2.5793737592238517,2.909019304785169,2.541134846448056,2.62014284469995,2.5178238502023134
1998,1.1140617078977277,1.0231107864817373,1.1737375884615653,1.061753312706638,1.1907149677063726
1999,0.19081253284786506,0.061302694135337024,0.920578801491872,0.947730492905117,0.9504785749578645
2000,1.7078532495765952,1.9038145888511995,1.466202900176714,1.6405885886908411,1.527793028998337
2001,0.4726452023026103,0.8620576946640672,0.6105078649138533,0.6143931151459354,0.55424091660743
2002,-0.16851592903234802,0.019471093587274134,-0.2482045564526772,-0.18676512139218393,-0.20483396517337832
2003,1.9799341554619772,2.2025674277245564,2.20371938458831,2.1128514496277835,2.1443350485540917
2004,1.9185505784211407,2.187359310568341,1.8425464348547875,2.0001382013191193,1.8397566080530252
2005,0.9632201406643136,1.066134708071875,1.0496817620459007,1.0997053552409972,1.0659517251500152
2006,2.102042365206607,2.282684131573575,1.7540942766531336,1.8366621467714317,1.7253863952208306
2007,0.5029597294872803,0.5040136002825765,0.44106662519653633,0.5018200422780749,0.5004828596104031
2008,-0.5066068670626284,-0.44847738286066535,-0.5963183069423624,-0.5431010461818301,-0.5733902807192052
2009,1.1380233862256974,1.1975799366526632,1.2364861052926641,1.1819452400863604,1.2350879171176716
2010,1.178260794459114,1.2295373085442654,1.1869670527181084,1.1534013720763432,1.179120352044689
2011,0.4418830705344903,0.49507047180058383,0.22675850514713788,0.33036734646009513,0.2705711617768214
2012,1.471561074102631,1.4892129239155676,1.385183042792322,1.5315059017035813,1.45666570491735
2013,2.629288536036593,2.7774582580197693,2.8000188211877095,2.7275863931173685,2.752389460287357
2014,1.6430786599457867,1.7366703345235264,1.50796681320217,1.603465441366913,1.4973548630115066
2015,0.2200704136280015,0.3460385043691318,0.25666081066817337,0.24497191684252625,0.18653303511296573
2016,1.4853578335438566,1.468122065831655,1.3995718664696282,1.4690541488315836,1.4297389253477042
2017,2.8710708072387447,2.9275801553992724,3.0469995262919665,2.961921286096341,2.88825006845399
2018,-0.26423060951888533,-0.20953688661689904,-0.3583314034601175,-0.3214425124164753,-0.3805008171579307
2019,2.5141890367375437,2.557209532514629,2.346245757119113,2.4133541342061835,2.2889491813650067
2020,0.43495710340353266,0.4765696961860348,0.49565738325,0.48679738067408757,0.5087925120105509
